date,hour,village_ward,pump_id,liters_pumped,power_kwh
2024-06-02,1,Ward_B,PUMP_B01,46.04,0.0368
2024-06-02,1,Ward_C,PUMP_C01,47.73,0.0382
2024-06-02,1,Ward_D,PUMP_D01,50.4,0.0403
2024-06-02,1,Ward_E,PUMP_E01,47.99,0.0384
2024-06-02,2,Ward_A,PUMP_A01,43.8,0.035
2024-06-02,2,Ward_B,PUMP_B01,50.27,0.0402
2024-06-02,2,Ward_C,PUMP_C01,45.75,0.0366
2024-06-02,2,Ward_D,PUMP_D01,51.89,0.0415
2024-06-02,2,Ward_E,PUMP_E01,46.32,0.0371
2024-06-02,3,Ward_A,PUMP_A01,56.2,0.045
2024-06-02,3,Ward_B,PUMP_B01,46.87,0.0375
2024-06-02,3,Ward_C,PUMP_C01,48.71,0.039
2024-06-02,3,Ward_D,PUMP_D01,53.25,0.0426
2024-06-02,3,Ward_E,PUMP_E01,45.08,0.0361
2024-06-02,4,Ward_A,PUMP_A01,50.91,0.0407
2024-06-02,4,Ward_B,PUMP_B01,55.23,0.0442
2024-06-02,4,Ward_C,PUMP_C01,43.57,0.0349
2024-06-02,4,Ward_D,PUMP_D01,50.74,0.0406
2024-06-02,4,Ward_E,PUMP_E01,51.04,0.0408
2024-06-02,5,Ward_A,PUMP_A01,53.13,0.0425
2024-06-02,5,Ward_B,PUMP_B01,45.05,0.036
2024-06-02,5,Ward_C,PUMP_C01,44.72,0.0358
2024-06-02,5,Ward_D,PUMP_D01,52.09,0.0417
2024-06-02,5,Ward_E,PUMP_E01,51.19,0.041
2024-06-02,6,Ward_A,PUMP_A01,510.02,0.408
2024-06-02,6,Ward_B,PUMP_B01,513.86,0.4111
2024-06-02,6,Ward_C,PUMP_C01,472.8,0.3782
2024-06-02,6,Ward_D,PUMP_D01,509.29,0.4074
2024-06-02,6,Ward_E,PUMP_E01,511.72,0.4094
2024-06-02,7,Ward_A,PUMP_A01,471.43,0.3771
2024-06-02,7,Ward_B,PUMP_B01,574.63,0.4597
2024-06-02,7,Ward_C,PUMP_C01,518.95,0.4152
2024-06-02,7,Ward_D,PUMP_D01,452.35,0.3619
2024-06-02,7,Ward_E,PUMP_E01,526.26,0.421
2024-06-02,8,Ward_A,PUMP_A01,461.01,0.3688
2024-06-02,8,Ward_B,PUMP_B01,531.48,0.4252
2024-06-02,8,Ward_C,PUMP_C01,546.34,0.4371
2024-06-02,8,Ward_D,PUMP_D01,467.17,0.3737
2024-06-02,8,Ward_E,PUMP_E01,538.54,0.4308
2024-06-02,9,Ward_A,PUMP_A01,51.65,0.0413
2024-06-02,9,Ward_B,PUMP_B01,53.29,0.0426
2024-06-02,9,Ward_C,PUMP_C01,57.59,0.0461
2024-06-02,9,Ward_D,PUMP_D01,49.02,0.0392
2024-06-02,9,Ward_E,PUMP_E01,46.99,0.0376
2024-06-02,10,Ward_A,PUMP_A01,46.44,0.0372
2024-06-02,10,Ward_B,PUMP_B01,46.74,0.0374
2024-06-02,10,Ward_C,PUMP_C01,49.69,0.0398
2024-06-02,10,Ward_D,PUMP_D01,51.36,0.0411
2024-06-02,10,Ward_E,PUMP_E01,51.11,0.0409
2024-06-02,11,Ward_A,PUMP_A01,53.31,0.0426
2024-06-02,11,Ward_B,PUMP_B01,50.05,0.04
2024-06-02,11,Ward_C,PUMP_C01,55.81,0.0447
2024-06-02,11,Ward_D,PUMP_D01,48.94,0.0392
2024-06-02,11,Ward_E,PUMP_E01,60.88,0.0487
2024-06-02,12,Ward_A,PUMP_A01,52.5,0.042
2024-06-02,12,Ward_B,PUMP_B01,46.57,0.0373
2024-06-02,12,Ward_C,PUMP_C01,45.72,0.0366
2024-06-02,12,Ward_D,PUMP_D01,51.93,0.0415
2024-06-02,12,Ward_E,PUMP_E01,49.11,0.0393
2024-06-02,13,Ward_A,PUMP_A01,52.86,0.0423
2024-06-02,13,Ward_B,PUMP_B01,51.89,0.0415
2024-06-02,13,Ward_C,PUMP_C01,49.71,0.0398
2024-06-02,13,Ward_D,PUMP_D01,46.61,0.0373
2024-06-02,13,Ward_E,PUMP_E01,43.94,0.0352
2024-06-02,14,Ward_A,PUMP_A01,48.21,0.0386
2024-06-02,14,Ward_B,PUMP_B01,53.43,0.0427
2024-06-02,14,Ward_C,PUMP_C01,50.86,0.0407
2024-06-02,14,Ward_D,PUMP_D01,45.02,0.036
2024-06-02,14,Ward_E,PUMP_E01,50.69,0.0406
2024-06-02,15,Ward_A,PUMP_A01,51.54,0.0412
2024-06-02,15,Ward_B,PUMP_B01,46.46,0.0372
2024-06-02,15,Ward_C,PUMP_C01,50.61,0.0405
2024-06-02,15,Ward_D,PUMP_D01,50.23,0.0402
2024-06-02,15,Ward_E,PUMP_E01,45.43,0.0363
2024-06-02,16,Ward_A,PUMP_A01,51.43,0.0411
2024-06-02,16,Ward_B,PUMP_B01,52.24,0.0418
2024-06-02,16,Ward_C,PUMP_C01,54.33,0.0435
2024-06-02,16,Ward_D,PUMP_D01,54.22,0.0434
2024-06-02,16,Ward_E,PUMP_E01,44.49,0.0356
2024-06-02,17,Ward_A,PUMP_A01,462.49,0.37
2024-06-02,17,Ward_B,PUMP_B01,520.6,0.4165
2024-06-02,17,Ward_C,PUMP_C01,520.55,0.4164
2024-06-02,17,Ward_D,PUMP_D01,520.6,0.4165
2024-06-02,17,Ward_E,PUMP_E01,654.11,0.5233
2024-06-02,18,Ward_A,PUMP_A01,522.84,0.4183
2024-06-02,18,Ward_B,PUMP_B01,545.42,0.4363
2024-06-02,18,Ward_C,PUMP_C01,538.16,0.4305
2024-06-02,18,Ward_D,PUMP_D01,526.06,0.4208
2024-06-02,18,Ward_E,PUMP_E01,487.39,0.3899
2024-06-02,19,Ward_A,PUMP_A01,530.36,0.4243
2024-06-02,19,Ward_B,PUMP_B01,469.09,0.3753
2024-06-02,19,Ward_C,PUMP_C01,490.53,0.3924
2024-06-02,19,Ward_D,PUMP_D01,480.59,0.3845
2024-06-02,19,Ward_E,PUMP_E01,503.27,0.4026
2024-06-02,20,Ward_A,PUMP_A01,59.26,0.0474
2024-06-02,20,Ward_B,PUMP_B01,42.53,0.034
2024-06-02,20,Ward_C,PUMP_C01,52.75,0.0422
2024-06-02,20,Ward_D,PUMP_D01,43.55,0.0348
2024-06-02,20,Ward_E,PUMP_E01,48.11,0.0385
2024-06-02,21,Ward_A,PUMP_A01,54.36,0.0435
2024-06-02,21,Ward_B,PUMP_B01,50.26,0.0402
2024-06-02,21,Ward_C,PUMP_C01,45.69,0.0366
2024-06-02,21,Ward_D,PUMP_D01,47.14,0.0377
2024-06-02,21,Ward_E,PUMP_E01,52.72,0.0422
2024-06-02,22,Ward_A,PUMP_A01,47.08,0.0377
2024-06-02,22,Ward_B,PUMP_B01,50.87,0.0407
2024-06-02,22,Ward_C,PUMP_C01,50.18,0.0401
2024-06-02,22,Ward_D,PUMP_D01,47.39,0.0379
2024-06-02,22,Ward_E,PUMP_E01,58.58,0.0469
2024-06-02,23,Ward_A,PUMP_A01,52.54,0.042
2024-06-02,23,Ward_B,PUMP_B01,41.9,0.0335
2024-06-02,23,Ward_C,PUMP_C01,50.75,0.0406
2024-06-02,23,Ward_D,PUMP_D01,47.35,0.0379
2024-06-02,23,Ward_E,PUMP_E01,53.41,0.0427
2024-06-03,0,Ward_A,PUMP_A01,46.83,0.0375
2024-06-03,0,Ward_B,PUMP_B01,49.54,0.0396
2024-06-03,0,Ward_C,PUMP_C01,52.02,0.0416
2024-06-03,0,Ward_D,PUMP_D01,53.46,0.0428
2024-06-03,0,Ward_E,PUMP_E01,45.2,0.0362
2024-06-03,1,Ward_A,PUMP_A01,48.66,0.0389
2024-06-03,1,Ward_B,PUMP_B01,48.1,0.0385
2024-06-03,1,Ward_C,PUMP_C01,47.39,0.0379
2024-06-03,1,Ward_D,PUMP_D01,57.06,0.0456
2024-06-03,1,Ward_E,PUMP_E01,51.62,0.0413
2024-06-03,2,Ward_A,PUMP_A01,44.96,0.036
2024-06-03,2,Ward_B,PUMP_B01,53.67,0.0429
2024-06-03,2,Ward_C,PUMP_C01,58.49,0.0468
2024-06-03,2,Ward_D,PUMP_D01,54.13,0.0433
2024-06-03,2,Ward_E,PUMP_E01,43.92,0.0351
2024-06-03,3,Ward_A,PUMP_A01,48.06,0.0385
2024-06-03,3,Ward_B,PUMP_B01,55.07,0.0441
2024-06-03,3,Ward_C,PUMP_C01,47.17,0.0377
2024-06-03,3,Ward_D,PUMP_D01,51.78,0.0414
2024-06-03,3,Ward_E,PUMP_E01,53.1,0.0425
2024-06-03,4,Ward_A,PUMP_A01,46.29,0.037
2024-06-03,4,Ward_B,PUMP_B01,49.76,0.0398
2024-06-03,4,Ward_C,PUMP_C01,37.03,0.0296
2024-06-03,4,Ward_D,PUMP_D01,45.9,0.0367
2024-06-03,4,Ward_E,PUMP_E01,48.99,0.0392
2024-06-03,5,Ward_A,PUMP_A01,45.01,0.036
2024-06-03,5,Ward_B,PUMP_B01,56.53,0.0452
2024-06-03,5,Ward_C,PUMP_C01,44.28,0.0354
2024-06-03,5,Ward_D,PUMP_D01,48.24,0.0386
2024-06-03,5,Ward_E,PUMP_E01,50.52,0.0404
2024-06-03,6,Ward_A,PUMP_A01,557.65,0.4461
2024-06-03,6,Ward_B,PUMP_B01,442.57,0.3541
2024-06-03,6,Ward_C,PUMP_C01,546.53,0.4372
2024-06-03,6,Ward_D,PUMP_D01,500.41,0.4003
2024-06-03,6,Ward_E,PUMP_E01,460.74,0.3686
2024-06-03,7,Ward_A,PUMP_A01,518.48,0.4148
2024-06-03,7,Ward_B,PUMP_B01,507.96,0.4064
2024-06-03,7,Ward_C,PUMP_C01,475.99,0.3808
2024-06-03,7,Ward_D,PUMP_D01,502.79,0.4022
2024-06-03,7,Ward_E,PUMP_E01,484.59,0.3877
2024-06-03,8,Ward_A,PUMP_A01,504.54,0.4036
2024-06-03,8,Ward_B,PUMP_B01,526.49,0.4212
2024-06-03,8,Ward_C,PUMP_C01,563.44,0.4508
2024-06-03,8,Ward_D,PUMP_D01,450.49,0.3604
2024-06-03,8,Ward_E,PUMP_E01,585.32,0.4683
2024-06-03,9,Ward_A,PUMP_A01,42.19,0.0338
2024-06-03,9,Ward_B,PUMP_B01,49.39,0.0395
2024-06-03,9,Ward_C,PUMP_C01,52.35,0.0419
2024-06-03,9,Ward_D,PUMP_D01,51.12,0.0409
2024-06-03,9,Ward_E,PUMP_E01,47.51,0.038
2024-06-03,10,Ward_A,PUMP_A01,49.17,0.0393
2024-06-03,10,Ward_B,PUMP_B01,48.03,0.0384
2024-06-03,10,Ward_C,PUMP_C01,47.64,0.0381
2024-06-03,10,Ward_D,PUMP_D01,53.4,0.0427
2024-06-03,10,Ward_E,PUMP_E01,51.43,0.0411
2024-06-03,11,Ward_A,PUMP_A01,47.23,0.0378
2024-06-03,11,Ward_B,PUMP_B01,53.6,0.0429
2024-06-03,11,Ward_C,PUMP_C01,51.23,0.041
2024-06-03,11,Ward_D,PUMP_D01,53.25,0.0426
2024-06-03,11,Ward_E,PUMP_E01,52.52,0.042
2024-06-03,12,Ward_A,PUMP_A01,46.68,0.0373
2024-06-03,12,Ward_B,PUMP_B01,47.76,0.0382
2024-06-03,12,Ward_C,PUMP_C01,52.99,0.0424
2024-06-03,12,Ward_D,PUMP_D01,52.44,0.042
2024-06-03,12,Ward_E,PUMP_E01,49.92,0.0399
2024-06-03,13,Ward_A,PUMP_A01,50.47,0.0404
2024-06-03,13,Ward_B,PUMP_B01,55.11,0.0441
2024-06-03,13,Ward_C,PUMP_C01,47.63,0.0381
2024-06-03,13,Ward_D,PUMP_D01,52.19,0.0418
2024-06-03,13,Ward_E,PUMP_E01,49.19,0.0394
2024-06-03,14,Ward_A,PUMP_A01,49.13,0.0393
2024-06-03,14,Ward_B,PUMP_B01,54.4,0.0435
2024-06-03,14,Ward_C,PUMP_C01,53.3,0.0426
2024-06-03,14,Ward_D,PUMP_D01,53.25,0.0426
2024-06-03,14,Ward_E,PUMP_E01,55.22,0.0442
2024-06-03,15,Ward_A,PUMP_A01,50.08,0.0401
2024-06-03,15,Ward_B,PUMP_B01,52.73,0.0422
2024-06-03,15,Ward_C,PUMP_C01,48.76,0.039
2024-06-03,15,Ward_D,PUMP_D01,51.3,0.041
2024-06-03,15,Ward_E,PUMP_E01,49.48,0.0396
2024-06-03,16,Ward_A,PUMP_A01,50.39,0.0403
2024-06-03,16,Ward_B,PUMP_B01,52.38,0.0419
2024-06-03,16,Ward_C,PUMP_C01,46.73,0.0374
2024-06-03,16,Ward_D,PUMP_D01,58.37,0.0467
2024-06-03,16,Ward_E,PUMP_E01,45.98,0.0368
2024-06-03,17,Ward_A,PUMP_A01,451.43,0.3611
2024-06-03,17,Ward_B,PUMP_B01,546.32,0.4371
2024-06-03,17,Ward_C,PUMP_C01,531.67,0.4253
2024-06-03,17,Ward_D,PUMP_D01,524.96,0.42
2024-06-03,17,Ward_E,PUMP_E01,525.13,0.4201
2024-06-03,18,Ward_A,PUMP_A01,499.51,0.3996
2024-06-03,18,Ward_B,PUMP_B01,464.11,0.3713
2024-06-03,18,Ward_C,PUMP_C01,503.03,0.4024
2024-06-03,18,Ward_D,PUMP_D01,472.91,0.3783
2024-06-03,18,Ward_E,PUMP_E01,539.0,0.4312
2024-06-03,19,Ward_A,PUMP_A01,494.12,0.3953
2024-06-03,19,Ward_B,PUMP_B01,466.98,0.3736
2024-06-03,19,Ward_C,PUMP_C01,487.14,0.3897
2024-06-03,19,Ward_D,PUMP_D01,516.52,0.4132
2024-06-03,19,Ward_E,PUMP_E01,477.45,0.382
2024-06-03,20,Ward_A,PUMP_A01,46.71,0.0374
2024-06-03,20,Ward_B,PUMP_B01,50.97,0.0408
2024-06-03,20,Ward_C,PUMP_C01,50.98,0.0408
2024-06-03,20,Ward_D,PUMP_D01,47.97,0.0384
2024-06-03,20,Ward_E,PUMP_E01,48.12,0.0385
2024-06-03,21,Ward_A,PUMP_A01,50.93,0.0407
2024-06-03,21,Ward_B,PUMP_B01,44.21,0.0354
2024-06-03,21,Ward_C,PUMP_C01,44.37,0.0355
2024-06-03,21,Ward_D,PUMP_D01,47.13,0.0377
2024-06-03,21,Ward_E,PUMP_E01,49.15,0.0393
2024-06-03,22,Ward_A,PUMP_A01,51.24,0.041
2024-06-03,22,Ward_B,PUMP_B01,55.9,0.0447
2024-06-03,22,Ward_C,PUMP_C01,53.43,0.0427
2024-06-03,22,Ward_D,PUMP_D01,49.36,0.0395
2024-06-03,22,Ward_E,PUMP_E01,49.92,0.0399
2024-06-03,23,Ward_A,PUMP_A01,45.99,0.0368
2024-06-03,23,Ward_B,PUMP_B01,49.93,0.0399
2024-06-03,23,Ward_C,PUMP_C01,48.85,0.0391
2024-06-03,23,Ward_D,PUMP_D01,51.29,0.041
2024-06-03,23,Ward_E,PUMP_E01,46.69,0.0374
2024-06-04,0,Ward_A,PUMP_A01,52.08,0.0417
2024-06-04,0,Ward_B,PUMP_B01,56.13,0.0449
2024-06-04,0,Ward_C,PUMP_C01,49.56,0.0397
2024-06-04,0,Ward_D,PUMP_D01,51.61,0.0413
2024-06-04,0,Ward_E,PUMP_E01,52.76,0.0422
2024-06-04,1,Ward_A,PUMP_A01,48.4,0.0387
2024-06-04,1,Ward_B,PUMP_B01,50.9,0.0407
2024-06-04,1,Ward_C,PUMP_C01,50.05,0.04
2024-06-04,1,Ward_D,PUMP_D01,50.39,0.0403
2024-06-04,1,Ward_E,PUMP_E01,46.91,0.0375
2024-06-04,2,Ward_A,PUMP_A01,50.1,0.0401
2024-06-04,2,Ward_B,PUMP_B01,51.99,0.0416
2024-06-04,2,Ward_C,PUMP_C01,55.8,0.0446
2024-06-04,2,Ward_D,PUMP_D01,53.84,0.0431
2024-06-04,2,Ward_E,PUMP_E01,58.61,0.0469
2024-06-04,3,Ward_A,PUMP_A01,46.93,0.0375
2024-06-04,3,Ward_B,PUMP_B01,53.49,0.0428
2024-06-04,3,Ward_C,PUMP_C01,50.73,0.0406
2024-06-04,3,Ward_D,PUMP_D01,58.76,0.047
2024-06-04,3,Ward_E,PUMP_E01,46.77,0.0374
2024-06-04,4,Ward_A,PUMP_A01,46.64,0.0373
2024-06-04,4,Ward_B,PUMP_B01,47.6,0.0381
2024-06-04,4,Ward_C,PUMP_C01,41.5,0.0332
2024-06-04,4,Ward_D,PUMP_D01,47.9,0.0383
2024-06-04,4,Ward_E,PUMP_E01,46.96,0.0376
2024-06-04,5,Ward_A,PUMP_A01,50.6,0.0405
2024-06-04,5,Ward_B,PUMP_B01,51.37,0.0411
2024-06-04,5,Ward_C,PUMP_C01,57.5,0.046
2024-06-04,5,Ward_D,PUMP_D01,53.8,0.043
2024-06-04,5,Ward_E,PUMP_E01,47.69,0.0382
2024-06-04,6,Ward_A,PUMP_A01,464.06,0.3713
2024-06-04,6,Ward_B,PUMP_B01,519.68,0.4157
2024-06-04,6,Ward_C,PUMP_C01,447.19,0.3578
2024-06-04,6,Ward_D,PUMP_D01,573.26,0.4586
2024-06-04,6,Ward_E,PUMP_E01,547.18,0.4377
2024-06-04,7,Ward_A,PUMP_A01,481.23,0.385
2024-06-04,7,Ward_B,PUMP_B01,431.47,0.3452
2024-06-04,7,Ward_C,PUMP_C01,554.15,0.4433
2024-06-04,7,Ward_D,PUMP_D01,495.42,0.3963
2024-06-04,7,Ward_E,PUMP_E01,549.51,0.4396
2024-06-04,8,Ward_A,PUMP_A01,436.22,0.349
2024-06-04,8,Ward_B,PUMP_B01,476.02,0.3808
2024-06-04,8,Ward_C,PUMP_C01,500.21,0.4002
2024-06-04,8,Ward_D,PUMP_D01,501.88,0.4015
2024-06-04,8,Ward_E,PUMP_E01,482.0,0.3856
2024-06-04,9,Ward_A,PUMP_A01,52.49,0.042
2024-06-04,9,Ward_B,PUMP_B01,45.73,0.0366
2024-06-04,9,Ward_C,PUMP_C01,49.43,0.0395
2024-06-04,9,Ward_D,PUMP_D01,50.48,0.0404
2024-06-04,9,Ward_E,PUMP_E01,52.06,0.0416
2024-06-04,10,Ward_A,PUMP_A01,52.85,0.0423
2024-06-04,10,Ward_B,PUMP_B01,45.5,0.0364
2024-06-04,10,Ward_C,PUMP_C01,43.86,0.0351
2024-06-04,10,Ward_D,PUMP_D01,55.11,0.0441
2024-06-04,10,Ward_E,PUMP_E01,51.33,0.0411
2024-06-04,11,Ward_A,PUMP_A01,47.01,0.0376
2024-06-04,11,Ward_B,PUMP_B01,56.2,0.045
2024-06-04,11,Ward_C,PUMP_C01,50.46,0.0404
2024-06-04,11,Ward_D,PUMP_D01,54.72,0.0438
2024-06-04,11,Ward_E,PUMP_E01,50.27,0.0402
2024-06-04,12,Ward_A,PUMP_A01,58.24,0.0466
2024-06-04,12,Ward_B,PUMP_B01,57.02,0.0456
2024-06-04,12,Ward_C,PUMP_C01,49.0,0.0392
2024-06-04,12,Ward_D,PUMP_D01,53.89,0.0431
2024-06-04,12,Ward_E,PUMP_E01,52.58,0.0421
2024-06-04,13,Ward_A,PUMP_A01,55.47,0.0444
2024-06-04,13,Ward_B,PUMP_B01,46.14,0.0369
2024-06-04,13,Ward_C,PUMP_C01,52.74,0.0422
2024-06-04,13,Ward_D,PUMP_D01,54.23,0.0434
2024-06-04,13,Ward_E,PUMP_E01,42.97,0.0344
2024-06-04,14,Ward_A,PUMP_A01,45.27,0.0362
2024-06-04,14,Ward_B,PUMP_B01,41.84,0.0335
2024-06-04,14,Ward_C,PUMP_C01,48.92,0.0391
2024-06-04,14,Ward_D,PUMP_D01,52.87,0.0423
2024-06-04,14,Ward_E,PUMP_E01,56.01,0.0448
2024-06-04,15,Ward_A,PUMP_A01,50.3,0.0402
2024-06-04,15,Ward_B,PUMP_B01,56.51,0.0452
